,品类,日期,数量
50067,婚鞋,2017-06-16,0.0
50068,婚鞋,2017-06-17,0.0
50069,婚鞋,2017-06-18,0.0
50070,婚鞋,2017-06-19,0.0
50071,婚鞋,2017-06-20,0.0
50072,婚鞋,2017-06-21,0.0
50073,婚鞋,2017-06-22,0.0
50074,婚鞋,2017-06-23,0.0
50075,婚鞋,2017-06-24,0.0
50076,婚鞋,2017-06-25,0.0
50077,婚鞋,2017-06-26,0.0
50078,婚鞋,2017-06-27,0.0
50079,婚鞋,2017-06-28,0.0
50080,婚鞋,2017-06-29,0.0
50081,婚鞋,2017-07-01,0.0
50082,婚鞋,2017-07-02,0.0
50083,婚鞋,2017-07-03,0.0
50084,婚鞋,2017-07-04,0.0
50085,婚鞋,2017-07-05,0.0
50086,婚鞋,2017-07-06,0.0
50087,婚鞋,2017-07-07,0.0
50088,婚鞋,2017-07-08,0.0
50089,婚鞋,2017-07-09,0.0
50090,婚鞋,2017-07-10,0.0
50091,婚鞋,2017-07-11,0.0
50092,婚鞋,2017-07-12,0.0
50093,婚鞋,2017-07-13,0.0
50094,婚鞋,2017-07-15,0.0
50095,婚鞋,2017-07-16,0.0
50096,婚鞋,2017-07-17,0.0
50097,婚鞋,2017-07-18,0.0
50098,婚鞋,2017-07-19,0.0
50099,婚鞋,2017-07-20,0.0
50100,婚鞋,2017-07-21,0.0
50101,婚鞋,2017-07-22,0.0
50102,婚鞋,2017-07-25,0.0
50103,婚鞋,2017-07-26,0.0
50104,婚鞋,2017-07-27,0.0
50105,婚鞋,2017-07-28,0.0
50106,婚鞋,2017-07-29,0.0
50107,婚鞋,2017-07-30,0.0
50108,婚鞋,2017-07-31,0.0
50109,婚鞋,2017-08-01,0.0
50110,婚鞋,2017-08-02,0.0
50111,婚鞋,2017-08-03,0.0
50112,婚鞋,2017-08-04,0.0
50113,婚鞋,2017-08-06,0.0
50114,婚鞋,2017-08-07,0.0
50115,婚鞋,2017-08-08,0.0
50116,婚鞋,2017-08-09,0.0
50117,婚鞋,2017-08-11,0.0
50118,婚鞋,2017-08-12,0.0
50119,婚鞋,2017-08-13,0.0
50120,婚鞋,2017-08-14,0.0
50121,婚鞋,2017-08-15,0.0
50122,婚鞋,2017-08-16,0.0
50123,婚鞋,2017-08-17,0.0
50124,婚鞋,2017-08-18,0.0
50125,婚鞋,2017-08-19,0.0
50126,婚鞋,2017-08-20,0.0
50127,婚鞋,2017-08-21,0.0
50128,婚鞋,2017-08-22,0.0
50129,婚鞋,2017-08-23,0.0
50130,婚鞋,2017-08-24,0.0
50131,婚鞋,2017-08-25,0.0
50132,婚鞋,2017-08-26,0.0
50133,婚鞋,2017-08-27,0.0
50134,婚鞋,2017-08-28,0.0
50135,婚鞋,2017-08-29,0.0
50136,婚鞋,2017-08-30,0.0
50137,婚鞋,2017-08-31,0.0
50138,婚鞋,2017-09-01,0.0
50139,婚鞋,2017-09-02,0.0
50140,婚鞋,2017-09-04,0.0
50141,婚鞋,2017-09-05,0.0
50142,婚鞋,2017-09-06,0.0
50143,婚鞋,2017-09-08,0.0
50144,婚鞋,2017-09-09,0.0
50145,婚鞋,2017-09-10,0.0
50146,婚鞋,2017-09-11,0.0
50147,婚鞋,2017-09-12,0.0
50148,婚鞋,2017-09-13,0.0
50149,婚鞋,2017-09-15,0.0
50150,婚鞋,2017-09-16,0.0
50151,婚鞋,2017-09-17,0.0
50152,婚鞋,2017-09-18,0.0
50153,婚鞋,2017-09-19,0.0
50154,婚鞋,2017-09-20,0.0
50155,婚鞋,2017-09-21,0.0
50156,婚鞋,2017-09-22,0.0
50157,婚鞋,2017-09-23,0.0
50158,婚鞋,2017-09-24,0.0
50159,婚鞋,2017-09-25,0.0
50160,婚鞋,2017-09-26,0.0
50161,婚鞋,2017-09-27,0.0
50162,婚鞋,2017-09-28,0.0
50163,婚鞋,2017-09-30,0.0
50164,婚鞋,2017-10-01,0.0
50165,婚鞋,2017-10-02,0.0
50166,婚鞋,2017-10-03,0.0
50167,婚鞋,2017-10-04,0.0
50168,婚鞋,2017-10-06,0.0
50169,婚鞋,2017-10-09,0.0
50170,婚鞋,2017-10-10,0.0
50171,婚鞋,2017-10-12,0.0
50172,婚鞋,2017-10-14,0.0
50173,婚鞋,2017-10-15,0.0
50174,婚鞋,2017-10-19,0.0
50175,婚鞋,2017-10-21,0.0
50176,婚鞋,2017-10-26,0.0
50177,婚鞋,2017-11-01,0.0
50178,婚鞋,2017-11-03,0.0
50179,婚鞋,2017-11-04,0.0
50180,婚鞋,2017-11-06,0.0
50181,婚鞋,2017-11-07,0.0
50182,婚鞋,2017-11-09,0.0
50183,婚鞋,2017-11-14,0.0
50184,婚鞋,2017-11-15,0.0
50185,婚鞋,2017-11-16,0.0
50186,婚鞋,2017-11-17,0.0
50187,婚鞋,2017-11-18,0.0
50188,婚鞋,2017-11-29,0.0
50189,婚鞋,2017-12-12,0.0
50190,婚鞋,2017-12-23,0.0
50191,婚鞋,2017-12-24,0.0
50192,婚鞋,2017-12-25,0.0
50193,婚鞋,2017-12-26,0.0
50194,婚鞋,2017-12-28,0.0
50195,婚鞋,2017-12-29,0.0
50196,少女鞋,2017-12-29,0.0
50197,帆布鞋,2017-01-01,0.0
50198,帆布鞋,2017-01-02,0.0
50199,帆布鞋,2017-01-03,0.0
50200,帆布鞋,2017-01-04,0.0
50201,帆布鞋,2017-01-05,0.0
50202,帆布鞋,2017-01-06,0.0
50203,帆布鞋,2017-01-07,0.0
50204,帆布鞋,2017-01-08,0.0
50205,帆布鞋,2017-01-09,0.0
50206,帆布鞋,2017-01-10,0.0
50207,帆布鞋,2017-01-11,0.0
50208,帆布鞋,2017-01-12,0.0
50209,帆布鞋,2017-01-13,0.0
50210,帆布鞋,2017-01-14,0.0
50211,帆布鞋,2017-01-15,0.0
50212,帆布鞋,2017-01-16,0.0
50213,帆布鞋,2017-01-17,0.0
50214,帆布鞋,2017-01-18,0.0
50215,帆布鞋,2017-01-19,0.0
50216,帆布鞋,2017-01-20,0.0
50217,帆布鞋,2017-01-21,0.0
50218,帆布鞋,2017-01-22,0.0
50219,帆布鞋,2017-01-23,0.0
50220,帆布鞋,2017-01-24,0.0
50221,帆布鞋,2017-01-25,0.0
50222,帆布鞋,2017-01-26,0.0
50223,帆布鞋,2017-01-27,0.0
50224,帆布鞋,2017-01-28,0.0
50225,帆布鞋,2017-01-29,0.0
50226,帆布鞋,2017-01-30,0.0
50227,帆布鞋,2017-01-31,0.0
50228,帆布鞋,2017-02-01,0.0
50229,帆布鞋,2017-02-02,0.0
50230,帆布鞋,2017-02-03,0.0
50231,帆布鞋,2017-02-04,0.0
50232,帆布鞋,2017-02-05,0.0
50233,帆布鞋,2017-02-06,0.0
50234,帆布鞋,2017-02-07,0.0
50235,帆布鞋,2017-02-08,0.0
50236,帆布鞋,2017-02-09,0.0
50237,帆布鞋,2017-02-10,0.0
50238,帆布鞋,2017-02-11,0.0
50239,帆布鞋,2017-02-12,0.0
50240,帆布鞋,2017-02-13,0.0
50241,帆布鞋,2017-02-14,0.0
50242,帆布鞋,2017-02-15,0.0
50243,帆布鞋,2017-02-16,0.0
50244,帆布鞋,2017-02-17,0.0
50245,帆布鞋,2017-02-18,0.0
50246,帆布鞋,2017-02-19,0.0
50247,帆布鞋,2017-02-20,0.0
50248,帆布鞋,2017-02-21,0.0
50249,帆布鞋,2017-02-22,0.0
50250,帆布鞋,2017-02-23,0.0
50251,帆布鞋,2017-02-24,0.0
50252,帆布鞋,2017-02-25,0.0
50253,帆布鞋,2017-02-26,0.0
50254,帆布鞋,2017-02-27,0.0
50255,帆布鞋,2017-02-28,0.0
50256,帆布鞋,2017-03-01,0.0
50257,帆布鞋,2017-03-02,0.0
50258,帆布鞋,2017-03-03,0.0
50259,帆布鞋,2017-03-04,0.0
50260,帆布鞋,2017-03-05,0.0
50261,帆布鞋,2017-03-06,0.0
50262,帆布鞋,2017-03-07,0.0
50263,帆布鞋,2017-03-08,0.0
50264,帆布鞋,2017-03-09,0.0
50265,帆布鞋,2017-03-10,0.0
50266,帆布鞋,2017-03-11,0.0
50267,帆布鞋,2017-03-12,0.0
50268,帆布鞋,2017-03-13,0.0
50269,帆布鞋,2017-03-14,0.0
50270,帆布鞋,2017-03-15,0.0
50271,帆布鞋,2017-03-16,0.0
50272,帆布鞋,2017-03-17,0.0
50273,帆布鞋,2017-03-18,0.0
50274,帆布鞋,2017-03-19,0.0
50275,帆布鞋,2017-03-20,0.0
50276,帆布鞋,2017-03-21,0.0
50277,帆布鞋,2017-03-22,0.0
50278,帆布鞋,2017-03-23,0.0
50279,帆布鞋,2017-03-24,0.0
50280,帆布鞋,2017-03-25,0.0
50281,帆布鞋,2017-03-26,0.0
50282,帆布鞋,2017-03-27,0.0
50283,帆布鞋,2017-03-28,0.0
50284,帆布鞋,2017-03-29,0.0
50285,帆布鞋,2017-03-30,0.0
50286,帆布鞋,2017-03-31,0.0
50287,帆布鞋,2017-04-01,0.0
50288,帆布鞋,2017-04-02,0.0
50289,帆布鞋,2017-04-03,0.0
50290,帆布鞋,2017-04-04,0.0
50291,帆布鞋,2017-04-05,0.0
50292,帆布鞋,2017-04-06,0.0
50293,帆布鞋,2017-04-07,0.0
50294,帆布鞋,2017-04-08,0.0
50295,帆布鞋,2017-04-09,0.0
50296,帆布鞋,2017-04-10,0.0
50297,帆布鞋,2017-04-11,0.0
50298,帆布鞋,2017-04-12,0.0
50299,帆布鞋,2017-04-13,0.0
50300,帆布鞋,2017-04-14,0.0
50301,帆布鞋,2017-04-15,0.0
50302,帆布鞋,2017-04-16,0.0
50303,帆布鞋,2017-04-17,0.0
50304,帆布鞋,2017-04-18,0.0
50305,帆布鞋,2017-04-19,0.0
50306,帆布鞋,2017-04-20,0.0
50307,帆布鞋,2017-04-21,0.0
50308,帆布鞋,2017-04-22,0.0
50309,帆布鞋,2017-04-23,0.0
50310,帆布鞋,2017-04-24,0.0
50311,帆布鞋,2017-04-25,0.0
50312,帆布鞋,2017-04-26,0.0
50313,帆布鞋,2017-04-27,0.0
50314,帆布鞋,2017-04-28,0.0
50315,帆布鞋,2017-04-29,0.0
50316,帆布鞋,2017-04-30,0.0
50317,帆布鞋,2017-05-01,0.0
50318,帆布鞋,2017-05-02,0.0
50319,帆布鞋,2017-05-03,0.0
50320,帆布鞋,2017-05-04,0.0
50321,帆布鞋,2017-05-05,0.0
50322,帆布鞋,2017-05-06,0.0
50323,帆布鞋,2017-05-07,0.0
50324,帆布鞋,2017-05-08,0.0
50325,帆布鞋,2017-05-09,0.0
50326,帆布鞋,2017-05-10,0.0
50327,帆布鞋,2017-05-11,0.0
50328,帆布鞋,2017-05-12,0.0
50329,帆布鞋,2017-05-13,0.0
50330,帆布鞋,2017-05-14,0.0
50331,帆布鞋,2017-05-15,0.0
50332,帆布鞋,2017-05-16,0.0
50333,帆布鞋,2017-05-17,0.0
50334,帆布鞋,2017-05-18,0.0
50335,帆布鞋,2017-05-19,0.0
50336,帆布鞋,2017-05-20,0.0
50337,帆布鞋,2017-05-21,0.0
50338,帆布鞋,2017-05-22,0.0
50339,帆布鞋,2017-05-23,0.0
50340,帆布鞋,2017-05-24,0.0
50341,帆布鞋,2017-05-25,0.0
50342,帆布鞋,2017-05-26,0.0
50343,帆布鞋,2017-05-27,0.0
50344,帆布鞋,2017-05-28,0.0
50345,帆布鞋,2017-05-29,0.0
50346,帆布鞋,2017-05-30,0.0
50347,帆布鞋,2017-05-31,0.0
50348,帆布鞋,2017-06-01,0.0
50349,帆布鞋,2017-06-02,0.0
50350,帆布鞋,2017-06-03,0.0
50351,帆布鞋,2017-06-04,0.0
50352,帆布鞋,2017-06-05,0.0
50353,帆布鞋,2017-06-06,0.0
50354,帆布鞋,2017-06-07,0.0
50355,帆布鞋,2017-06-08,0.0
50356,帆布鞋,2017-06-09,0.0
50357,帆布鞋,2017-06-10,0.0
50358,平底鞋,2017-01-01,0.0
50359,平底鞋,2017-01-02,0.0
50360,平底鞋,2017-01-03,0.0
50361,平底鞋,2017-01-04,0.0
50362,平底鞋,2017-01-05,0.0
50363,平底鞋,2017-01-06,0.0
50364,平底鞋,2017-01-07,0.0
50365,平底鞋,2017-01-08,0.0
50366,平底鞋,2017-01-09,0.0
50367,平底鞋,2017-01-10,0.0
50368,平底鞋,2017-01-11,0.0
50369,平底鞋,2017-01-12,0.0
50370,平底鞋,2017-01-13,0.0
50371,平底鞋,2017-01-14,0.0
50372,平底鞋,2017-01-15,0.0
50373,平底鞋,2017-01-16,0.0
50374,平底鞋,2017-01-17,0.0
50375,平底鞋,2017-01-18,0.0
50376,平底鞋,2017-01-19,0.0
50377,平底鞋,2017-01-20,0.0
50378,平底鞋,2017-01-21,0.0
50379,平底鞋,2017-01-22,0.0
50380,平底鞋,2017-01-23,0.0
50381,平底鞋,2017-01-24,0.0
50382,平底鞋,2017-01-25,0.0
50383,平底鞋,2017-01-26,0.0
50384,平底鞋,2017-01-27,0.0
50385,平底鞋,2017-01-28,0.0
50386,平底鞋,2017-01-29,0.0
50387,平底鞋,2017-01-30,0.0
50388,平底鞋,2017-01-31,0.0
50389,平底鞋,2017-02-01,0.0
50390,平底鞋,2017-02-02,0.0
50391,平底鞋,2017-02-03,0.0
50392,平底鞋,2017-02-04,0.0
50393,平底鞋,2017-02-05,0.0
50394,平底鞋,2017-02-06,0.0
50395,平底鞋,2017-02-07,0.0
50396,平底鞋,2017-02-08,0.0
50397,平底鞋,2017-02-09,0.0
50398,平底鞋,2017-02-10,0.0
50399,平底鞋,2017-02-11,0.0
50400,平底鞋,2017-02-12,0.0
50401,平底鞋,2017-02-13,0.0
50402,平底鞋,2017-02-14,0.0
50403,平底鞋,2017-02-15,0.0
50404,平底鞋,2017-02-16,0.0
50405,平底鞋,2017-02-17,0.0
50406,平底鞋,2017-02-18,0.0
50407,平底鞋,2017-02-19,0.0
50408,平底鞋,2017-02-20,0.0
50409,平底鞋,2017-02-21,0.0
50410,平底鞋,2017-02-22,0.0
50411,平底鞋,2017-02-23,0.0
50412,平底鞋,2017-02-24,0.0
50413,平底鞋,2017-02-25,0.0
50414,平底鞋,2017-02-26,0.0
50415,平底鞋,2017-02-27,0.0
50416,平底鞋,2017-02-28,0.0
50417,平底鞋,2017-03-01,0.0
50418,平底鞋,2017-03-02,0.0
50419,平底鞋,2017-03-03,0.0
50420,平底鞋,2017-03-04,0.0
50421,平底鞋,2017-03-05,0.0
50422,平底鞋,2017-03-06,0.0
50423,平底鞋,2017-03-07,0.0
50424,平底鞋,2017-03-08,0.0
50425,平底鞋,2017-03-09,0.0
50426,平底鞋,2017-03-10,0.0
50427,平底鞋,2017-03-11,0.0
50428,平底鞋,2017-03-12,0.0
50429,平底鞋,2017-03-13,0.0
50430,平底鞋,2017-03-14,0.0
50431,平底鞋,2017-03-15,0.0
50432,平底鞋,2017-03-16,0.0
50433,平底鞋,2017-03-17,0.0
50434,平底鞋,2017-03-18,0.0
50435,平底鞋,2017-03-19,0.0
50436,平底鞋,2017-03-20,0.0
50437,平底鞋,2017-03-21,0.0
50438,平底鞋,2017-03-22,0.0
50439,平底鞋,2017-03-23,0.0
50440,平底鞋,2017-03-24,0.0
50441,平底鞋,2017-03-25,0.0
50442,平底鞋,2017-03-26,0.0
50443,平底鞋,2017-03-27,0.0
50444,平底鞋,2017-03-28,0.0
50445,平底鞋,2017-03-29,0.0
50446,平底鞋,2017-03-30,0.0
50447,平底鞋,2017-03-31,0.0
50448,平底鞋,2017-04-01,0.0
50449,平底鞋,2017-04-02,0.0
50450,平底鞋,2017-04-03,0.0
50451,平底鞋,2017-04-04,0.0
50452,平底鞋,2017-04-05,0.0
50453,平底鞋,2017-04-06,0.0
50454,平底鞋,2017-04-07,0.0
50455,平底鞋,2017-04-08,0.0
50456,平底鞋,2017-04-09,0.0
50457,平底鞋,2017-04-10,0.0
50458,平底鞋,2017-04-11,0.0
50459,平底鞋,2017-04-12,0.0
50460,平底鞋,2017-04-13,0.0
50461,平底鞋,2017-04-14,0.0
50462,平底鞋,2017-04-15,0.0
50463,平底鞋,2017-04-16,0.0
50464,平底鞋,2017-04-17,0.0
50465,平底鞋,2017-04-18,0.0
50466,平底鞋,2017-04-19,0.0
50467,平底鞋,2017-04-20,0.0
50468,平底鞋,2017-04-21,0.0
50469,平底鞋,2017-04-22,0.0
50470,平底鞋,2017-04-23,0.0
50471,平底鞋,2017-04-24,0.0
50472,平底鞋,2017-04-25,0.0
50473,平底鞋,2017-04-26,0.0
50474,平底鞋,2017-04-27,0.0
50475,平底鞋,2017-04-28,0.0
50476,平底鞋,2017-04-29,0.0
50477,平底鞋,2017-04-30,0.0
50478,平底鞋,2017-05-01,0.0
50479,平底鞋,2017-05-02,0.0
50480,平底鞋,2017-05-03,0.0
50481,平底鞋,2017-05-04,0.0
50482,平底鞋,2017-05-05,0.0
50483,平底鞋,2017-05-06,0.0
50484,平底鞋,2017-05-07,0.0
50485,平底鞋,2017-05-08,0.0
50486,平底鞋,2017-05-09,0.0
50487,平底鞋,2017-05-10,0.0
50488,平底鞋,2017-05-11,0.0
50489,平底鞋,2017-05-12,0.0
50490,平底鞋,2017-05-13,0.0
50491,平底鞋,2017-05-14,0.0
50492,平底鞋,2017-05-15,0.0
50493,平底鞋,2017-05-16,0.0
50494,平底鞋,2017-05-17,0.0
50495,平底鞋,2017-05-18,0.0
50496,平底鞋,2017-05-19,0.0
50497,平底鞋,2017-05-20,0.0
50498,平底鞋,2017-05-21,0.0
50499,平底鞋,2017-05-22,0.0
50500,平底鞋,2017-05-23,0.0
50501,平底鞋,2017-05-24,0.0
50502,平底鞋,2017-05-25,0.0
50503,平底鞋,2017-05-26,0.0
50504,平底鞋,2017-05-27,0.0
50505,平底鞋,2017-05-28,0.0
50506,平底鞋,2017-05-29,0.0
50507,平底鞋,2017-05-30,0.0
50508,平底鞋,2017-05-31,0.0
50509,平底鞋,2017-06-01,0.0
50510,平底鞋,2017-06-02,0.0
50511,平底鞋,2017-06-03,0.0
50512,平底鞋,2017-06-04,0.0
50513,平底鞋,2017-06-05,0.0
50514,平底鞋,2017-06-06,0.0
50515,平底鞋,2017-06-07,0.0
50516,平底鞋,2017-06-08,0.0
50517,平底鞋,2017-06-09,0.0
50518,平底鞋,2017-06-10,0.0
50519,平底鞋,2017-06-11,0.0
50520,平底鞋,2017-06-12,0.0
50521,平底鞋,2017-06-13,0.0
50522,平底鞋,2017-06-14,0.0
50523,平底鞋,2017-06-15,0.0
50524,平底鞋,2017-06-16,0.0
50525,平底鞋,2017-06-17,0.0
50526,平底鞋,2017-06-18,0.0
50527,平底鞋,2017-06-19,0.0
50528,平底鞋,2017-06-20,0.0
50529,平底鞋,2017-06-21,0.0
50530,平底鞋,2017-06-22,0.0
50531,平底鞋,2017-06-23,0.0
50532,平底鞋,2017-06-24,0.0
50533,平底鞋,2017-06-25,0.0
50534,平底鞋,2017-06-26,0.0
50535,平底鞋,2017-06-27,0.0
50536,平底鞋,2017-06-28,0.0
50537,平底鞋,2017-06-29,0.0
50538,平底鞋,2017-06-30,0.0
50539,平底鞋,2017-07-01,0.0
50540,平底鞋,2017-07-02,0.0
50541,平底鞋,2017-07-03,0.0
50542,平底鞋,2017-07-04,0.0
50543,平底鞋,2017-07-05,0.0
50544,平底鞋,2017-07-06,0.0
50545,平底鞋,2017-07-07,0.0
50546,平底鞋,2017-07-08,0.0
50547,平底鞋,2017-07-09,0.0
50548,平底鞋,2017-07-10,0.0
50549,平底鞋,2017-07-11,0.0
50550,平底鞋,2017-07-12,0.0
50551,平底鞋,2017-07-13,0.0
50552,平底鞋,2017-07-14,0.0
50553,平底鞋,2017-07-15,0.0
50554,平底鞋,2017-07-16,0.0
50555,平底鞋,2017-07-17,0.0
50556,平底鞋,2017-07-18,0.0
50557,平底鞋,2017-07-19,0.0
50558,平底鞋,2017-07-20,0.0
50559,平底鞋,2017-07-21,0.0
50560,平底鞋,2017-07-22,0.0
50561,平底鞋,2017-07-23,0.0
50562,平底鞋,2017-07-24,0.0
50563,平底鞋,2017-07-25,0.0
50564,平底鞋,2017-07-26,0.0
50565,平底鞋,2017-07-27,0.0
50566,平底鞋,2017-07-28,0.0
50567,平底鞋,2017-07-29,0.0
50568,平底鞋,2017-07-30,0.0
50569,平底鞋,2017-07-31,0.0
50570,平底鞋,2017-08-01,0.0
50571,平底鞋,2017-08-02,0.0
50572,平底鞋,2017-08-03,0.0
50573,平底鞋,2017-08-04,0.0
50574,平底鞋,2017-08-05,0.0
50575,平底鞋,2017-08-06,0.0
50576,平底鞋,2017-08-07,0.0
50577,平底鞋,2017-08-08,0.0
50578,平底鞋,2017-08-09,0.0
50579,平底鞋,2017-08-10,0.0
50580,平底鞋,2017-08-11,0.0
50581,平底鞋,2017-08-12,0.0
50582,平底鞋,2017-08-13,0.0
50583,平底鞋,2017-08-14,0.0
50584,平底鞋,2017-08-15,0.0
50585,平底鞋,2017-08-16,0.0
50586,平底鞋,2017-08-17,0.0
50587,平底鞋,2017-08-18,0.0
50588,平底鞋,2017-08-19,0.0
50589,平底鞋,2017-08-20,0.0
50590,平底鞋,2017-08-21,0.0
50591,平底鞋,2017-08-22,0.0
50592,平底鞋,2017-08-23,0.0
50593,平底鞋,2017-08-24,0.0
50594,平底鞋,2017-08-25,0.0
50595,平底鞋,2017-08-26,0.0
50596,平底鞋,2017-08-27,0.0
50597,平底鞋,2017-08-28,0.0
50598,平底鞋,2017-08-29,0.0
50599,平底鞋,2017-08-30,0.0
50600,平底鞋,2017-08-31,0.0
50601,平底鞋,2017-09-01,0.0
50602,平底鞋,2017-09-02,0.0
50603,平底鞋,2017-09-03,0.0
50604,平底鞋,2017-09-04,0.0
50605,平底鞋,2017-09-05,0.0
50606,平底鞋,2017-09-06,0.0
50607,平底鞋,2017-09-07,0.0
50608,平底鞋,2017-09-08,0.0
50609,平底鞋,2017-09-09,0.0
50610,平底鞋,2017-09-10,0.0
50611,平底鞋,2017-09-11,0.0
50612,平底鞋,2017-09-12,0.0
50613,平底鞋,2017-09-13,0.0
50614,平底鞋,2017-09-14,0.0
50615,平底鞋,2017-09-15,0.0
50616,平底鞋,2017-09-16,0.0
50617,平底鞋,2017-09-17,0.0
50618,平底鞋,2017-09-18,0.0
50619,平底鞋,2017-09-19,0.0
50620,平底鞋,2017-09-20,0.0
50621,平底鞋,2017-09-21,0.0
50622,平底鞋,2017-09-22,0.0
50623,平底鞋,2017-09-23,0.0
50624,平底鞋,2017-09-24,0.0
50625,平底鞋,2017-09-25,0.0
50626,平底鞋,2017-09-26,0.0
50627,平底鞋,2017-09-27,0.0
50628,平底鞋,2017-09-28,0.0
50629,平底鞋,2017-09-29,0.0
50630,平底鞋,2017-09-30,0.0
50631,平底鞋,2017-10-01,0.0
50632,平底鞋,2017-10-02,0.0
50633,平底鞋,2017-10-03,0.0
50634,平底鞋,2017-10-04,0.0
50635,平底鞋,2017-10-05,0.0
50636,平底鞋,2017-10-06,0.0
50637,平底鞋,2017-10-07,0.0
50638,平底鞋,2017-10-08,0.0
50639,平底鞋,2017-10-09,0.0
50640,平底鞋,2017-10-10,0.0
50641,平底鞋,2017-10-11,0.0
50642,平底鞋,2017-10-12,0.0
50643,平底鞋,2017-10-13,0.0
50644,平底鞋,2017-10-14,0.0
50645,平底鞋,2017-10-15,0.0
50646,平底鞋,2017-10-16,0.0
50647,平底鞋,2017-10-17,0.0
50648,平底鞋,2017-10-18,0.0
50649,平底鞋,2017-10-19,0.0
50650,平底鞋,2017-10-20,0.0
50651,平底鞋,2017-10-21,0.0
50652,平底鞋,2017-10-22,0.0
50653,平底鞋,2017-10-23,0.0
50654,平底鞋,2017-10-24,0.0
50655,平底鞋,2017-10-25,0.0
50656,平底鞋,2017-10-26,0.0
50657,平底鞋,2017-10-27,0.0
50658,平底鞋,2017-10-28,0.0
50659,平底鞋,2017-10-29,0.0
50660,平底鞋,2017-10-30,0.0
50661,平底鞋,2017-10-31,0.0
50662,平底鞋,2017-11-01,0.0
50663,平底鞋,2017-11-02,0.0
50664,平底鞋,2017-11-03,0.0
50665,平底鞋,2017-11-04,0.0
50666,平底鞋,2017-11-05,0.0
50667,平底鞋,2017-11-06,0.0
50668,平底鞋,2017-11-07,0.0
50669,平底鞋,2017-11-08,0.0
50670,平底鞋,2017-11-09,0.0
50671,平底鞋,2017-11-10,0.0
50672,平底鞋,2017-11-11,0.0
50673,平底鞋,2017-11-12,0.0
50674,平底鞋,2017-11-13,0.0
50675,平底鞋,2017-11-14,0.0
50676,平底鞋,2017-11-15,0.0
50677,平底鞋,2017-11-16,0.0
50678,平底鞋,2017-11-17,0.0
50679,平底鞋,2017-11-18,0.0
50680,平底鞋,2017-11-19,0.0
50681,平底鞋,2017-11-20,0.0
50682,平底鞋,2017-11-21,0.0
50683,平底鞋,2017-11-22,0.0
50684,平底鞋,2017-11-23,0.0
50685,平底鞋,2017-11-24,0.0
50686,平底鞋,2017-11-25,0.0
50687,平底鞋,2017-11-26,0.0
50688,平底鞋,2017-11-27,0.0
50689,平底鞋,2017-11-28,0.0
50690,平底鞋,2017-11-29,0.0
50691,平底鞋,2017-11-30,0.0
50692,平底鞋,2017-12-01,0.0
50693,平底鞋,2017-12-02,0.0
50694,平底鞋,2017-12-03,0.0
50695,平底鞋,2017-12-04,0.0
50696,平底鞋,2017-12-05,0.0
50697,平底鞋,2017-12-06,0.0
50698,平底鞋,2017-12-07,0.0
50699,平底鞋,2017-12-08,0.0
50700,平底鞋,2017-12-09,0.0
50701,平底鞋,2017-12-10,0.0
50702,平底鞋,2017-12-11,0.0
50703,平底鞋,2017-12-12,0.0
50704,平底鞋,2017-12-13,0.0
50705,平底鞋,2017-12-14,0.0
50706,平底鞋,2017-12-15,0.0
50707,平底鞋,2017-12-16,0.0
50708,平底鞋,2017-12-17,0.0
50709,平底鞋,2017-12-18,0.0
50710,平底鞋,2017-12-19,0.0
50711,平底鞋,2017-12-20,0.0
50712,平底鞋,2017-12-21,0.0
50713,平底鞋,2017-12-22,0.0
50714,平底鞋,2017-12-23,0.0
50715,平底鞋,2017-12-24,0.0
50716,平底鞋,2017-12-25,0.0
50717,平底鞋,2017-12-26,0.0
50718,平底鞋,2017-12-27,0.0
50719,平底鞋,2017-12-28,0.0
50720,平底鞋,2017-12-29,0.0
50721,平底鞋,2017-12-30,0.0
50722,平底鞋,2017-12-31,0.0
50723,度假鞋,2017-01-01,0.0
50724,度假鞋,2017-01-02,0.0
50725,度假鞋,2017-01-03,0.0
50726,度假鞋,2017-01-04,0.0
50727,度假鞋,2017-01-05,0.0
50728,度假鞋,2017-01-06,0.0
50729,度假鞋,2017-01-07,0.0
50730,度假鞋,2017-01-08,0.0
50731,度假鞋,2017-01-09,0.0
50732,度假鞋,2017-01-10,0.0
50733,度假鞋,2017-01-11,0.0
50734,度假鞋,2017-01-12,0.0
50735,度假鞋,2017-01-13,0.0
50736,度假鞋,2017-01-14,0.0
50737,度假鞋,2017-01-15,0.0
50738,度假鞋,2017-01-17,0.0
50739,度假鞋,2017-01-18,0.0
50740,度假鞋,2017-01-19,0.0
50741,度假鞋,2017-01-20,0.0
50742,度假鞋,2017-01-21,0.0
50743,度假鞋,2017-01-22,0.0
50744,度假鞋,2017-01-23,0.0
50745,度假鞋,2017-01-24,0.0
50746,度假鞋,2017-01-25,0.0
50747,度假鞋,2017-01-26,0.0
50748,度假鞋,2017-01-27,0.0
50749,度假鞋,2017-01-28,0.0
50750,度假鞋,2017-01-29,0.0
50751,度假鞋,2017-01-30,0.0
50752,度假鞋,2017-01-31,0.0
50753,度假鞋,2017-02-01,0.0
50754,度假鞋,2017-02-02,0.0
50755,度假鞋,2017-02-03,0.0
50756,度假鞋,2017-02-04,0.0
50757,度假鞋,2017-02-05,0.0
